customer_id,age,gender,nationality,emirate,income_bracket,marital_status,household_size
C00866,26,Female,Other,Abu Dhabi,3000-7000 AED,Single,6
C00867,34,Male,Other,Dubai,3000-7000 AED,Single,3
C00868,20,Female,Pakistani,Dubai,3000-7000 AED,Single,7
C00869,30,Male,Indian,Dubai,3000-7000 AED,Single,6
C00870,39,Female,Indian,Fujairah,<3000 AED,Single,5
C00871,26,Female,Filipino,Abu Dhabi,3000-7000 AED,Married,2
C00872,18,Male,Bangladeshi,Dubai,<3000 AED,Single,2
C00873,38,Male,Indian,Dubai,3000-7000 AED,Married,8
C00874,26,Female,Indian,Ras Al Khaimah,3000-7000 AED,Single,3
C00875,26,Female,Indian,Ajman,<3000 AED,Married,3
C00876,39,Male,Other,Dubai,>15000 AED,Single,3
C00877,46,Male,Indian,Sharjah,7000-15000 AED,Married,5
C00878,38,Male,Other,Dubai,3000-7000 AED,Married,7
C00879,30,Female,Filipino,Umm Al Quwain,3000-7000 AED,Single,2
C00880,20,Male,Emirati,Dubai,<3000 AED,Married,6
C00881,44,Male,American,Dubai,3000-7000 AED,Single,3
C00882,32,Male,Indian,Ajman,3000-7000 AED,Single,7
C00883,26,Female,Emirati,Abu Dhabi,3000-7000 AED,Single,8
C00884,31,Male,Pakistani,Ajman,3000-7000 AED,Married,2
C00885,38,Male,Indian,Abu Dhabi,>15000 AED,Single,5
C00886,22,Male,Bangladeshi,Dubai,<3000 AED,Single,3
C00887,25,Female,Egyptian,Dubai,3000-7000 AED,Married,4
C00888,39,Male,Indian,Dubai,7000-15000 AED,Married,6
C00889,40,Female,Indian,Dubai,3000-7000 AED,Married,3
C00890,30,Female,Other,Dubai,3000-7000 AED,Married,5
C00891,49,Male,American,Dubai,3000-7000 AED,Married,3
C00892,38,Female,Other,Dubai,3000-7000 AED,Married,5
C00893,40,Male,Other,Ajman,<3000 AED,Married,6
C00894,34,Male,Indian,Abu Dhabi,7000-15000 AED,Single,2
C00895,36,Male,Pakistani,Dubai,<3000 AED,Single,6
C00896,30,Female,Egyptian,Sharjah,3000-7000 AED,Married,2
C00897,43,Male,Indian,Sharjah,7000-15000 AED,Married,2
C00898,33,Male,American,Dubai,>15000 AED,Married,3
C00899,42,Male,Indian,Ras Al Khaimah,>15000 AED,Single,2
C00900,31,Male,Filipino,Dubai,3000-7000 AED,Single,1
C00901,33,Male,Indian,Dubai,7000-15000 AED,Married,6
C00902,50,Female,American,Dubai,3000-7000 AED,Married,2
C00903,44,Male,Indian,Abu Dhabi,7000-15000 AED,Married,8
C00904,18,Female,Bangladeshi,Dubai,<3000 AED,Single,3
C00905,43,Male,Indian,Sharjah,<3000 AED,Single,4
C00906,18,Male,Bangladeshi,Dubai,3000-7000 AED,Married,7
C00907,24,Male,Indian,Dubai,3000-7000 AED,Married,5
C00908,33,Male,Indian,Ajman,<3000 AED,Married,2
C00909,61,Female,Indian,Sharjah,<3000 AED,Married,1
C00910,31,Male,Indian,Dubai,3000-7000 AED,Single,6
C00911,34,Female,Egyptian,Abu Dhabi,<3000 AED,Single,6
C00912,23,Male,Pakistani,Dubai,3000-7000 AED,Single,1
C00913,26,Female,Indian,Dubai,<3000 AED,Married,8
C00914,26,Female,American,Abu Dhabi,<3000 AED,Other,3
C00915,31,Male,Indian,Dubai,3000-7000 AED,Other,3
C00916,24,Male,Other,Dubai,>15000 AED,Single,3
C00917,26,Female,Bangladeshi,Dubai,3000-7000 AED,Married,4
C00918,44,Male,British,Dubai,7000-15000 AED,Married,4
C00919,34,Female,Bangladeshi,Abu Dhabi,>15000 AED,Single,8
C00920,32,Male,British,Ajman,7000-15000 AED,Married,1
C00921,34,Female,Other,Dubai,3000-7000 AED,Single,8
C00922,32,Male,Egyptian,Dubai,<3000 AED,Single,4
C00923,18,Male,Emirati,Fujairah,7000-15000 AED,Married,1
C00924,33,Female,Indian,Ras Al Khaimah,7000-15000 AED,Married,3
C00925,21,Female,Other,Fujairah,>15000 AED,Married,5
C00926,38,Male,Other,Dubai,<3000 AED,Single,4
C00927,22,Female,Indian,Dubai,<3000 AED,Married,1
C00928,29,Female,Other,Dubai,7000-15000 AED,Single,4
C00929,42,Female,Bangladeshi,Ajman,>15000 AED,Married,6
C00930,39,Male,Indian,Ajman,7000-15000 AED,Single,3
C00931,42,Male,Indian,Dubai,<3000 AED,Single,3
C00932,32,Male,Jordanian,Fujairah,>15000 AED,Single,2
C00933,37,Male,Bangladeshi,Ajman,<3000 AED,Single,8
C00934,32,Male,Filipino,Dubai,<3000 AED,Married,1
C00935,45,Female,Pakistani,Sharjah,<3000 AED,Married,4
C00936,36,Male,Other,Sharjah,3000-7000 AED,Single,6
C00937,31,Female,British,Abu Dhabi,<3000 AED,Single,7
C00938,25,Female,British,Dubai,3000-7000 AED,Married,6
C00939,43,Male,Pakistani,Dubai,<3000 AED,Married,3
C00940,31,Male,Filipino,Ajman,3000-7000 AED,Married,3
C00941,22,Male,Other,Dubai,7000-15000 AED,Married,6
C00942,38,Male,Indian,Abu Dhabi,<3000 AED,Married,3
C00943,39,Female,Indian,Dubai,3000-7000 AED,Married,7
C00944,40,Male,Indian,Dubai,<3000 AED,Single,6
C00945,55,Male,Emirati,Dubai,<3000 AED,Single,4
C00946,30,Male,Emirati,Abu Dhabi,3000-7000 AED,Single,4
C00947,38,Female,Indian,Dubai,3000-7000 AED,Married,3
C00948,39,Female,Pakistani,Sharjah,<3000 AED,Single,3
C00949,42,Male,Pakistani,Dubai,3000-7000 AED,Single,5
C00950,49,Female,Indian,Ras Al Khaimah,7000-15000 AED,Single,2
C00951,18,Male,Filipino,Dubai,3000-7000 AED,Other,5
C00952,44,Male,Emirati,Abu Dhabi,<3000 AED,Married,3
C00953,41,Female,Indian,Ajman,<3000 AED,Married,6
C00954,19,Female,Indian,Sharjah,<3000 AED,Single,3
C00955,35,Female,Filipino,Sharjah,3000-7000 AED,Married,5
C00956,49,Male,Emirati,Ras Al Khaimah,3000-7000 AED,Married,2
C00957,23,Male,Egyptian,Dubai,3000-7000 AED,Married,4
C00958,46,Female,Jordanian,Dubai,3000-7000 AED,Single,1
C00959,35,Male,Indian,Dubai,7000-15000 AED,Married,4
C00960,33,Female,Other,Dubai,3000-7000 AED,Married,5
C00961,23,Male,Indian,Sharjah,<3000 AED,Other,4
C00962,40,Female,Indian,Abu Dhabi,7000-15000 AED,Single,6
C00963,29,Female,Indian,Dubai,3000-7000 AED,Married,4
C00964,37,Female,Other,Abu Dhabi,3000-7000 AED,Single,4
C00965,27,Female,Emirati,Dubai,3000-7000 AED,Single,4
C00966,45,Male,Indian,Abu Dhabi,7000-15000 AED,Married,4
C00967,18,Male,Indian,Dubai,7000-15000 AED,Married,8
C00968,36,Male,Indian,Dubai,7000-15000 AED,Married,3
C00969,31,Female,Indian,Abu Dhabi,<3000 AED,Single,5
C00970,37,Female,American,Ras Al Khaimah,3000-7000 AED,Married,3
C00971,18,Female,Pakistani,Dubai,3000-7000 AED,Single,5
C00972,37,Male,Other,Ajman,3000-7000 AED,Single,2
C00973,25,Male,Pakistani,Dubai,3000-7000 AED,Single,5
C00974,29,Male,Filipino,Dubai,3000-7000 AED,Married,4
C00975,19,Male,American,Dubai,7000-15000 AED,Single,2
C00976,26,Male,Indian,Dubai,7000-15000 AED,Married,2
C00977,49,Female,British,Umm Al Quwain,<3000 AED,Single,7
C00978,36,Male,Pakistani,Ajman,7000-15000 AED,Single,4
C00979,22,Male,Filipino,Dubai,<3000 AED,Single,3
C00980,51,Male,Indian,Dubai,3000-7000 AED,Married,2
C00981,40,Male,Indian,Sharjah,<3000 AED,Married,5
C00982,32,Female,Pakistani,Dubai,3000-7000 AED,Married,8
C00983,23,Female,American,Abu Dhabi,<3000 AED,Single,2
C00984,36,Male,Indian,Sharjah,7000-15000 AED,Married,4
C00985,34,Female,Filipino,Sharjah,3000-7000 AED,Single,1
C00986,35,Male,Filipino,Ajman,3000-7000 AED,Single,6
C00987,30,Male,Indian,Dubai,3000-7000 AED,Married,2
C00988,39,Female,Egyptian,Dubai,7000-15000 AED,Married,2
C00989,35,Female,Pakistani,Dubai,<3000 AED,Single,6
C00990,42,Female,Jordanian,Sharjah,>15000 AED,Single,2
C00991,32,Male,Indian,Abu Dhabi,3000-7000 AED,Single,2
C00992,41,Female,Indian,Dubai,3000-7000 AED,Married,6
C00993,35,Male,Indian,Abu Dhabi,7000-15000 AED,Single,6
C00994,25,Female,Filipino,Ajman,<3000 AED,Married,7
C00995,18,Female,Egyptian,Dubai,<3000 AED,Married,4
C00996,33,Female,Filipino,Abu Dhabi,<3000 AED,Single,3
C00997,36,Female,American,Dubai,7000-15000 AED,Married,3
C00998,39,Male,Pakistani,Dubai,<3000 AED,Married,7
C00999,26,Male,Emirati,Ajman,<3000 AED,Single,3
C01000,39,Male,Indian,Sharjah,<3000 AED,Married,7
C01001,22,Male,Pakistani,Abu Dhabi,3000-7000 AED,Single,6
C01002,38,Female,Emirati,Fujairah,>15000 AED,Married,3
C01003,39,Female,Pakistani,Ajman,3000-7000 AED,Single,3
C01004,32,Female,Indian,Dubai,3000-7000 AED,Married,4
C01005,35,Female,Indian,Sharjah,3000-7000 AED,Single,4
C01006,32,Male,Indian,Sharjah,<3000 AED,Single,3
C01007,32,Male,Indian,Fujairah,7000-15000 AED,Married,3
C01008,41,Female,Indian,Ajman,3000-7000 AED,Single,4
C01009,28,Male,Indian,Abu Dhabi,>15000 AED,Married,4
C01010,56,Female,Egyptian,Abu Dhabi,7000-15000 AED,Single,4
C01011,40,Female,Filipino,Fujairah,3000-7000 AED,Single,2
C01012,26,Female,Bangladeshi,Ras Al Khaimah,3000-7000 AED,Single,4
C01013,48,Female,British,Dubai,7000-15000 AED,Married,6
C01014,52,Male,Other,Abu Dhabi,<3000 AED,Single,6
C01015,35,Male,Bangladeshi,Dubai,7000-15000 AED,Married,1
C01016,47,Male,Bangladeshi,Ras Al Khaimah,<3000 AED,Married,3
C01017,32,Female,Filipino,Dubai,3000-7000 AED,Single,5
C01018,25,Female,Indian,Dubai,<3000 AED,Single,6
C01019,39,Male,Pakistani,Abu Dhabi,<3000 AED,Married,3
C01020,26,Male,Other,Dubai,3000-7000 AED,Single,5
C01021,32,Male,Bangladeshi,Abu Dhabi,>15000 AED,Married,2
C01022,39,Female,Indian,Dubai,>15000 AED,Married,8
C01023,28,Male,Indian,Sharjah,3000-7000 AED,Single,1
C01024,28,Male,Pakistani,Abu Dhabi,3000-7000 AED,Married,6
C01025,34,Female,Indian,Dubai,>15000 AED,Married,2
C01026,37,Female,Indian,Ras Al Khaimah,7000-15000 AED,Single,5
C01027,24,Female,Indian,Abu Dhabi,3000-7000 AED,Married,6
C01028,50,Female,Indian,Dubai,<3000 AED,Single,5
C01029,29,Male,Indian,Abu Dhabi,<3000 AED,Married,6
C01030,18,Male,Pakistani,Dubai,3000-7000 AED,Married,5
C01031,24,Male,Indian,Dubai,3000-7000 AED,Married,3
C01032,35,Female,Other,Dubai,>15000 AED,Single,3
C01033,34,Female,Egyptian,Dubai,7000-15000 AED,Single,1
C01034,34,Male,Emirati,Dubai,<3000 AED,Single,5
C01035,32,Male,Filipino,Dubai,3000-7000 AED,Married,5
C01036,28,Male,Pakistani,Ajman,<3000 AED,Single,2
C01037,29,Male,Filipino,Abu Dhabi,3000-7000 AED,Married,4
C01038,44,Female,American,Dubai,3000-7000 AED,Married,5
C01039,18,Female,American,Dubai,3000-7000 AED,Single,7
C01040,30,Male,Pakistani,Dubai,7000-15000 AED,Single,7
C01041,44,Female,Indian,Dubai,<3000 AED,Married,4
C01042,43,Male,Indian,Fujairah,3000-7000 AED,Single,5
C01043,29,Male,Filipino,Abu Dhabi,7000-15000 AED,Single,5
C01044,24,Male,Filipino,Dubai,>15000 AED,Married,3
C01045,23,Female,Egyptian,Ras Al Khaimah,3000-7000 AED,Single,6
C01046,27,Female,Pakistani,Dubai,3000-7000 AED,Married,3
C01047,44,Female,Bangladeshi,Abu Dhabi,3000-7000 AED,Married,2
C01048,33,Male,Indian,Dubai,>15000 AED,Single,6
C01049,44,Male,Indian,Ras Al Khaimah,3000-7000 AED,Married,4
C01050,29,Male,Other,Dubai,3000-7000 AED,Single,4
C01051,18,Male,Indian,Abu Dhabi,3000-7000 AED,Single,5
C01052,21,Male,Filipino,Sharjah,7000-15000 AED,Married,3
C01053,18,Male,Filipino,Dubai,<3000 AED,Married,1
C01054,18,Male,Other,Dubai,<3000 AED,Single,2
C01055,29,Male,Indian,Dubai,3000-7000 AED,Married,3
C01056,18,Male,Other,Sharjah,3000-7000 AED,Single,8
C01057,25,Male,Other,Sharjah,3000-7000 AED,Married,6
C01058,22,Female,Jordanian,Ras Al Khaimah,<3000 AED,Married,5
C01059,31,Female,Emirati,Sharjah,<3000 AED,Other,3
C01060,21,Female,Filipino,Abu Dhabi,3000-7000 AED,Married,2
C01061,26,Male,Emirati,Abu Dhabi,<3000 AED,Married,3
C01062,22,Male,British,Dubai,>15000 AED,Married,4
C01063,51,Male,Other,Dubai,<3000 AED,Single,3
C01064,29,Male,Other,Abu Dhabi,3000-7000 AED,Married,6
C01065,41,Male,Indian,Abu Dhabi,3000-7000 AED,Single,5
C01066,33,Male,Other,Sharjah,3000-7000 AED,Single,3
C01067,28,Male,Other,Dubai,<3000 AED,Married,5
C01068,42,Male,American,Abu Dhabi,<3000 AED,Married,3
C01069,32,Female,Filipino,Dubai,3000-7000 AED,Single,4
C01070,28,Female,Pakistani,Dubai,3000-7000 AED,Married,4
C01071,40,Male,Emirati,Dubai,>15000 AED,Single,1
C01072,26,Male,Indian,Ras Al Khaimah,7000-15000 AED,Married,4
C01073,28,Male,Pakistani,Ras Al Khaimah,<3000 AED,Single,4
C01074,28,Male,Indian,Dubai,3000-7000 AED,Married,2
C01075,18,Female,Filipino,Umm Al Quwain,3000-7000 AED,Single,2
C01076,32,Male,Indian,Abu Dhabi,<3000 AED,Married,8
C01077,46,Female,Bangladeshi,Abu Dhabi,3000-7000 AED,Married,2
C01078,49,Female,Other,Sharjah,3000-7000 AED,Single,1
C01079,40,Female,Pakistani,Dubai,7000-15000 AED,Single,4
C01080,19,Male,Other,Abu Dhabi,3000-7000 AED,Single,8
C01081,33,Male,Jordanian,Dubai,<3000 AED,Married,3
C01082,48,Female,Egyptian,Fujairah,7000-15000 AED,Married,3
C01083,30,Male,British,Abu Dhabi,<3000 AED,Single,4
C01084,47,Female,Indian,Dubai,<3000 AED,Married,5
C01085,25,Female,American,Sharjah,<3000 AED,Married,2
C01086,39,Male,Indian,Dubai,>15000 AED,Married,2
C01087,25,Male,Filipino,Abu Dhabi,3000-7000 AED,Married,2
C01088,26,Male,Other,Abu Dhabi,7000-15000 AED,Married,3
C01089,39,Female,Other,Dubai,>15000 AED,Single,4
C01090,40,Male,Indian,Dubai,<3000 AED,Married,3
C01091,47,Female,Other,Fujairah,>15000 AED,Married,3
C01092,40,Male,British,Ajman,<3000 AED,Single,2
C01093,37,Male,Indian,Fujairah,3000-7000 AED,Married,2
C01094,21,Male,Filipino,Abu Dhabi,<3000 AED,Married,1
C01095,23,Female,Other,Dubai,3000-7000 AED,Married,5
C01096,31,Male,Indian,Abu Dhabi,<3000 AED,Married,3
C01097,40,Male,Other,Sharjah,3000-7000 AED,Single,4
C01098,30,Female,Indian,Abu Dhabi,3000-7000 AED,Married,5
C01099,47,Female,Pakistani,Dubai,3000-7000 AED,Married,3
C01100,22,Male,Bangladeshi,Fujairah,7000-15000 AED,Married,5
C01101,30,Female,Filipino,Ajman,7000-15000 AED,Married,2
C01102,28,Male,Other,Dubai,<3000 AED,Married,7
C01103,28,Female,Indian,Umm Al Quwain,<3000 AED,Single,4
C01104,29,Female,Indian,Dubai,3000-7000 AED,Married,3
C01105,27,Female,Emirati,Abu Dhabi,3000-7000 AED,Married,8
C01106,26,Male,Indian,Sharjah,3000-7000 AED,Married,4
C01107,19,Male,Jordanian,Dubai,7000-15000 AED,Married,3
C01108,34,Male,Other,Dubai,3000-7000 AED,Single,2
C01109,35,Male,Indian,Dubai,7000-15000 AED,Single,4
C01110,26,Female,Pakistani,Dubai,7000-15000 AED,Married,7
C01111,37,Male,Indian,Dubai,<3000 AED,Married,2
C01112,30,Male,Indian,Abu Dhabi,7000-15000 AED,Married,4
C01113,37,Male,Indian,Sharjah,3000-7000 AED,Single,2
C01114,23,Male,Bangladeshi,Fujairah,3000-7000 AED,Single,8
C01115,44,Male,Pakistani,Dubai,<3000 AED,Single,4
C01116,27,Female,Indian,Sharjah,7000-15000 AED,Other,2
C01117,39,Male,Indian,Sharjah,>15000 AED,Married,8
C01118,34,Male,Filipino,Abu Dhabi,<3000 AED,Married,3
C01119,24,Male,Emirati,Sharjah,>15000 AED,Single,7
C01120,22,Male,Emirati,Sharjah,3000-7000 AED,Single,4
C01121,18,Female,Pakistani,Dubai,3000-7000 AED,Married,3
C01122,42,Female,Other,Dubai,3000-7000 AED,Single,5
C01123,36,Male,Pakistani,Sharjah,3000-7000 AED,Single,4
C01124,28,Female,Other,Dubai,7000-15000 AED,Single,2
C01125,41,Male,Filipino,Abu Dhabi,3000-7000 AED,Married,4
C01126,30,Female,Indian,Ras Al Khaimah,<3000 AED,Single,8
C01127,31,Male,Indian,Dubai,<3000 AED,Single,7
C01128,43,Male,Indian,Ajman,<3000 AED,Married,7
C01129,49,Male,Emirati,Fujairah,7000-15000 AED,Single,7
C01130,30,Male,Indian,Ras Al Khaimah,3000-7000 AED,Married,5
C01131,34,Male,Indian,Abu Dhabi,3000-7000 AED,Single,3
C01132,18,Female,Filipino,Dubai,3000-7000 AED,Married,4
C01133,41,Female,Emirati,Dubai,3000-7000 AED,Married,2
C01134,41,Male,Bangladeshi,Dubai,<3000 AED,Single,2
C01135,26,Female,Egyptian,Dubai,<3000 AED,Single,2
C01136,53,Female,Filipino,Dubai,>15000 AED,Married,3
C01137,26,Female,Filipino,Fujairah,>15000 AED,Single,3
C01138,23,Female,Emirati,Abu Dhabi,<3000 AED,Single,2
C01139,25,Male,Indian,Umm Al Quwain,>15000 AED,Single,7
C01140,20,Female,Other,Ras Al Khaimah,7000-15000 AED,Married,8
C01141,18,Male,American,Ajman,7000-15000 AED,Married,3
C01142,41,Male,Filipino,Dubai,3000-7000 AED,Married,3
C01143,27,Female,Pakistani,Abu Dhabi,<3000 AED,Single,6
C01144,32,Female,Egyptian,Dubai,3000-7000 AED,Married,4
C01145,41,Male,Pakistani,Ras Al Khaimah,<3000 AED,Other,2
C01146,43,Male,Egyptian,Ajman,3000-7000 AED,Married,3
C01147,22,Female,Pakistani,Dubai,3000-7000 AED,Married,5
C01148,18,Male,Egyptian,Umm Al Quwain,7000-15000 AED,Married,2
C01149,21,Female,Filipino,Ras Al Khaimah,<3000 AED,Married,4
C01150,23,Female,Indian,Dubai,<3000 AED,Single,1
C01151,32,Male,American,Sharjah,<3000 AED,Single,3
C01152,26,Male,Jordanian,Abu Dhabi,3000-7000 AED,Single,3
C01153,33,Female,Indian,Dubai,>15000 AED,Married,3
C01154,28,Male,Pakistani,Dubai,3000-7000 AED,Married,6
C01155,44,Male,Pakistani,Ajman,>15000 AED,Single,4
C01156,29,Male,Indian,Abu Dhabi,3000-7000 AED,Single,4
C01157,20,Male,Jordanian,Sharjah,7000-15000 AED,Single,4
C01158,44,Male,Pakistani,Fujairah,7000-15000 AED,Married,5
C01159,45,Male,Indian,Dubai,>15000 AED,Married,2
C01160,35,Male,Indian,Sharjah,7000-15000 AED,Single,3
C01161,26,Female,Other,Dubai,>15000 AED,Single,3
C01162,62,Female,Other,Dubai,7000-15000 AED,Married,8
C01163,33,Female,Indian,Dubai,3000-7000 AED,Married,4
C01164,49,Female,Jordanian,Sharjah,<3000 AED,Married,3
C01165,39,Female,Jordanian,Abu Dhabi,3000-7000 AED,Married,5
C01166,55,Male,Bangladeshi,Dubai,3000-7000 AED,Married,7
C01167,22,Female,Bangladeshi,Dubai,3000-7000 AED,Married,3
C01168,35,Male,Jordanian,Sharjah,3000-7000 AED,Married,1
C01169,36,Male,Indian,Dubai,7000-15000 AED,Married,5
C01170,31,Male,Indian,Abu Dhabi,<3000 AED,Married,1
C01171,42,Male,Pakistani,Abu Dhabi,3000-7000 AED,Single,2
C01172,35,Male,Pakistani,Dubai,<3000 AED,Married,4
C01173,37,Female,Filipino,Sharjah,3000-7000 AED,Married,3
C01174,32,Male,Emirati,Dubai,<3000 AED,Married,6
C01175,55,Male,Other,Abu Dhabi,<3000 AED,Single,7
C01176,18,Female,Emirati,Ajman,3000-7000 AED,Married,4
C01177,33,Male,American,Abu Dhabi,7000-15000 AED,Single,1
C01178,44,Female,Other,Ras Al Khaimah,>15000 AED,Married,5
C01179,18,Female,Bangladeshi,Fujairah,<3000 AED,Married,3
C01180,27,Female,Other,Abu Dhabi,<3000 AED,Single,6
C01181,39,Male,Pakistani,Dubai,3000-7000 AED,Single,2
C01182,19,Male,Indian,Dubai,<3000 AED,Married,8
C01183,27,Male,Indian,Dubai,3000-7000 AED,Single,8
C01184,39,Male,Other,Sharjah,3000-7000 AED,Married,4
C01185,25,Male,Indian,Ras Al Khaimah,<3000 AED,Single,4
C01186,51,Female,Emirati,Fujairah,7000-15000 AED,Single,5
C01187,36,Male,Indian,Dubai,7000-15000 AED,Single,2
C01188,39,Male,Indian,Dubai,<3000 AED,Single,5
C01189,36,Female,Filipino,Dubai,3000-7000 AED,Single,8
C01190,18,Female,Pakistani,Dubai,<3000 AED,Single,3
C01191,29,Female,Pakistani,Dubai,<3000 AED,Single,3
C01192,44,Male,Indian,Sharjah,3000-7000 AED,Single,8
C01193,47,Male,Indian,Dubai,3000-7000 AED,Married,3
C01194,28,Female,Pakistani,Sharjah,<3000 AED,Married,6
C01195,41,Female,Other,Sharjah,3000-7000 AED,Single,4
C01196,45,Male,Pakistani,Dubai,7000-15000 AED,Married,1
C01197,38,Male,Indian,Dubai,<3000 AED,Single,7
C01198,18,Female,Indian,Ras Al Khaimah,7000-15000 AED,Single,7
C01199,46,Male,Pakistani,Dubai,7000-15000 AED,Single,1
C01200,38,Female,Egyptian,Ras Al Khaimah,3000-7000 AED,Single,5
C01201,50,Male,Bangladeshi,Dubai,<3000 AED,Single,1
C01202,32,Male,Indian,Dubai,<3000 AED,Married,1
C01203,39,Male,Other,Sharjah,3000-7000 AED,Single,2
C01204,20,Male,Indian,Abu Dhabi,<3000 AED,Single,2
C01205,22,Female,Pakistani,Abu Dhabi,3000-7000 AED,Married,4
C01206,27,Male,Indian,Dubai,3000-7000 AED,Married,3
C01207,41,Female,Emirati,Dubai,<3000 AED,Married,4
C01208,42,Male,Filipino,Sharjah,<3000 AED,Single,7
C01209,24,Female,Egyptian,Sharjah,>15000 AED,Married,6
C01210,24,Female,Other,Dubai,<3000 AED,Married,4
C01211,18,Male,Indian,Dubai,<3000 AED,Single,3
C01212,48,Female,Indian,Dubai,>15000 AED,Married,3
C01213,39,Male,Emirati,Dubai,3000-7000 AED,Single,4
C01214,27,Male,Indian,Dubai,3000-7000 AED,Married,5
C01215,18,Female,Jordanian,Abu Dhabi,<3000 AED,Single,4
C01216,30,Female,Indian,Dubai,<3000 AED,Single,4
C01217,29,Female,Other,Abu Dhabi,<3000 AED,Married,4
C01218,24,Male,Emirati,Ajman,>15000 AED,Married,3
C01219,42,Male,Emirati,Abu Dhabi,3000-7000 AED,Single,8
C01220,27,Male,Filipino,Dubai,3000-7000 AED,Single,2
C01221,18,Female,Indian,Sharjah,3000-7000 AED,Single,8
C01222,46,Other,Indian,Umm Al Quwain,7000-15000 AED,Married,6
C01223,18,Male,Bangladeshi,Dubai,<3000 AED,Married,5
C01224,32,Male,American,Ras Al Khaimah,<3000 AED,Single,4
C01225,36,Female,Indian,Ajman,>15000 AED,Married,4
C01226,18,Male,Indian,Sharjah,3000-7000 AED,Single,3
C01227,30,Female,Indian,Ras Al Khaimah,3000-7000 AED,Single,8
C01228,45,Male,Indian,Ajman,<3000 AED,Married,1
C01229,32,Male,Indian,Ajman,3000-7000 AED,Married,2
C01230,33,Female,American,Ajman,<3000 AED,Married,1
C01231,35,Male,Indian,Dubai,3000-7000 AED,Married,5
C01232,38,Female,Pakistani,Sharjah,3000-7000 AED,Married,4
C01233,24,Male,Egyptian,Abu Dhabi,3000-7000 AED,Married,4
C01234,22,Male,Indian,Ajman,3000-7000 AED,Single,4
C01235,42,Female,Filipino,Sharjah,7000-15000 AED,Single,2
C01236,19,Male,Other,Dubai,<3000 AED,Married,4
C01237,43,Male,Other,Sharjah,3000-7000 AED,Single,2
C01238,18,Male,Indian,Sharjah,7000-15000 AED,Single,7
C01239,27,Male,Indian,Sharjah,7000-15000 AED,Married,4
C01240,35,Female,American,Dubai,7000-15000 AED,Single,4
C01241,46,Male,Emirati,Dubai,<3000 AED,Married,8
C01242,29,Male,Jordanian,Dubai,7000-15000 AED,Married,2
C01243,57,Male,Other,Dubai,3000-7000 AED,Married,5
C01244,26,Female,Other,Dubai,<3000 AED,Single,6
C01245,42,Female,Bangladeshi,Dubai,<3000 AED,Single,3
C01246,42,Male,British,Dubai,7000-15000 AED,Married,5
C01247,34,Male,Indian,Abu Dhabi,3000-7000 AED,Married,3
C01248,18,Male,Bangladeshi,Dubai,7000-15000 AED,Married,4
C01249,29,Male,Emirati,Dubai,3000-7000 AED,Married,3
C01250,20,Female,Egyptian,Sharjah,<3000 AED,Single,6
C01251,54,Female,Indian,Sharjah,3000-7000 AED,Married,7
C01252,51,Male,Indian,Dubai,3000-7000 AED,Married,5
C01253,34,Male,American,Dubai,7000-15000 AED,Married,6
C01254,29,Male,Emirati,Umm Al Quwain,<3000 AED,Married,3
C01255,27,Male,Indian,Abu Dhabi,3000-7000 AED,Single,3
C01256,20,Male,Filipino,Dubai,3000-7000 AED,Single,8
C01257,41,Female,Other,Dubai,<3000 AED,Single,4
C01258,41,Male,Other,Dubai,7000-15000 AED,Married,2
C01259,18,Male,Filipino,Ras Al Khaimah,3000-7000 AED,Single,3
C01260,18,Male,Jordanian,Ras Al Khaimah,3000-7000 AED,Married,3
C01261,33,Female,Indian,Sharjah,<3000 AED,Married,5
C01262,27,Male,Indian,Dubai,3000-7000 AED,Married,5
C01263,33,Female,Indian,Dubai,3000-7000 AED,Married,3
C01264,28,Male,Indian,Abu Dhabi,3000-7000 AED,Single,2
C01265,18,Male,Indian,Umm Al Quwain,<3000 AED,Married,4
C01266,37,Male,Bangladeshi,Fujairah,3000-7000 AED,Single,4
C01267,32,Male,American,Abu Dhabi,<3000 AED,Single,3
C01268,48,Male,Filipino,Ajman,3000-7000 AED,Single,1
C01269,31,Male,Emirati,Dubai,3000-7000 AED,Married,4
C01270,38,Male,Other,Abu Dhabi,7000-15000 AED,Married,2
C01271,31,Female,Indian,Dubai,3000-7000 AED,Single,8
C01272,32,Female,Egyptian,Ras Al Khaimah,7000-15000 AED,Single,3
C01273,26,Female,Pakistani,Abu Dhabi,<3000 AED,Married,3
C01274,24,Male,British,Sharjah,7000-15000 AED,Married,2
C01275,18,Female,Indian,Abu Dhabi,<3000 AED,Single,1
C01276,53,Male,Indian,Abu Dhabi,7000-15000 AED,Single,4
C01277,36,Male,Indian,Dubai,3000-7000 AED,Married,1
C01278,44,Male,Indian,Dubai,<3000 AED,Single,2
C01279,41,Male,American,Ajman,3000-7000 AED,Single,7
C01280,40,Male,Other,Ras Al Khaimah,3000-7000 AED,Single,1
C01281,33,Male,Indian,Dubai,<3000 AED,Single,4
C01282,30,Male,Indian,Dubai,3000-7000 AED,Married,4
C01283,39,Male,Pakistani,Abu Dhabi,<3000 AED,Married,5
C01284,41,Male,Egyptian,Sharjah,7000-15000 AED,Single,7
C01285,37,Male,Other,Abu Dhabi,3000-7000 AED,Married,6
