loyalty_id,customer_id,join_date,tier,points_balance,lifetime_spend,last_activity_date,enrolled_marketing
L001822,C01822,2024-11-29,Platinum,351,526.56,2025-07-18,False
L004289,C04289,2023-04-18,Silver,993,1490.67,2025-06-08,True
L002875,C02875,2023-12-12,Silver,1596,2394.85,2025-09-30,True
L002814,C02814,2025-04-12,Platinum,1661,2492.14,2025-09-23,False
L002451,C02451,2023-08-30,Silver,2408,3612.43,2025-07-29,True
L000499,C00499,2024-08-27,Silver,41,62.06,2025-09-17,True
L001588,C01588,2023-04-30,Silver,1169,1754.05,2025-06-19,True
L001926,C01926,2024-03-10,Silver,395,592.82,2025-06-07,True
L003697,C03697,2025-05-27,Silver,1260,1890.9,2025-07-09,True
L000540,C00540,2024-05-12,Silver,142,214.1,2025-08-19,True
L003068,C03068,2025-03-15,Silver,69,104.71,2025-07-30,True
L004150,C04150,2025-08-10,Gold,60,90.81,2025-07-10,True
L000984,C00984,2024-07-23,Silver,6,9.11,2025-06-21,True
L003309,C03309,2025-05-05,Silver,67,101.52,2025-06-22,True
L000369,C00369,2024-11-17,Gold,1199,1798.92,2025-05-19,True
L000352,C00352,2024-02-23,Gold,114,171.52,2025-09-28,True
L002842,C02842,2024-09-16,Silver,1028,1543.13,2025-04-07,False
L004323,C04323,2023-04-23,Silver,558,837.62,2025-04-26,False
L003987,C03987,2024-04-08,Silver,729,1094.8,2025-07-18,True
L002659,C02659,2023-05-06,Platinum,794,1192.3,2025-08-01,False
L001155,C01155,2025-01-01,Silver,530,795.04,2025-07-10,False
L003740,C03740,2023-06-16,Silver,2760,4141.1,2025-06-02,False
L003951,C03951,2024-01-09,Silver,700,1050.91,2025-04-15,False
L004447,C04447,2025-02-16,Platinum,845,1267.9,2025-05-14,True
L002592,C02592,2024-12-20,Silver,894,1342.13,2025-05-17,True
L001643,C01643,2024-12-10,Platinum,195,292.6,2025-09-25,True
L002657,C02657,2023-05-29,Gold,172,259.46,2025-04-29,True
L000620,C00620,2023-10-26,Silver,2736,4105.1,2025-05-30,False
L004872,C04872,2023-09-25,Silver,493,740.95,2025-08-20,True
L001297,C01297,2024-08-12,Silver,2025,3038.5,2025-06-28,False
L001934,C01934,2025-08-11,Gold,784,1176.47,2025-05-14,True
L002126,C02126,2025-06-03,Silver,1172,1758.03,2025-07-17,True
L002566,C02566,2023-10-02,Silver,2827,4240.87,2025-06-04,False
L003629,C03629,2025-05-01,Silver,455,682.73,2025-06-22,True
L000401,C00401,2023-10-22,Silver,229,343.63,2025-06-25,True
L004397,C04397,2024-09-24,Silver,15,23.77,2025-04-07,False
L004367,C04367,2024-06-18,Silver,361,542.23,2025-05-27,False
L000535,C00535,2025-06-11,Silver,2886,4329.08,2025-09-16,True
L002770,C02770,2024-08-20,Gold,1650,2475.22,2025-08-05,True
L001541,C01541,2024-03-24,Silver,577,866.41,2025-05-13,False
L002436,C02436,2024-04-29,Gold,246,369.16,2025-08-03,True
L001298,C01298,2024-05-20,Gold,1077,1616.33,2025-07-25,True
L003276,C03276,2023-12-05,Silver,825,1237.97,2025-09-26,True
L000204,C00204,2023-09-12,Silver,880,1320.71,2025-08-16,True
L002323,C02323,2024-04-08,Gold,1284,1926.99,2025-08-23,True
L000192,C00192,2023-09-02,Platinum,1087,1631.25,2025-07-29,True
L003492,C03492,2023-09-16,Silver,183,275.5,2025-09-21,True
L001326,C01326,2023-06-07,Silver,285,428.93,2025-09-27,False
L003610,C03610,2024-09-13,Gold,975,1463.46,2025-04-17,True
L004106,C04106,2023-06-29,Platinum,655,983.75,2025-06-05,True
L002912,C02912,2024-03-12,Gold,1288,1933.25,2025-04-27,True
L002277,C02277,2025-07-10,Silver,740,1110.13,2025-04-23,True
L004033,C04033,2024-01-26,Gold,193,290.36,2025-07-25,False
L003214,C03214,2025-03-18,Silver,2310,3466.32,2025-04-12,True
L001239,C01239,2023-12-11,Silver,137,206.64,2025-05-09,False
L002602,C02602,2025-05-03,Silver,63,94.73,2025-07-01,True
L003751,C03751,2024-08-29,Gold,351,527.88,2025-09-05,True
L003885,C03885,2023-10-11,Platinum,791,1186.65,2025-07-10,True
L000491,C00491,2025-02-27,Silver,85,127.98,2025-06-30,True
L004605,C04605,2024-11-20,Silver,215,322.91,2025-06-22,True
L002155,C02155,2024-07-25,Gold,2152,3229.36,2025-06-06,False
L004438,C04438,2023-05-12,Gold,634,952.34,2025-06-08,True
L004853,C04853,2024-06-21,Silver,1805,2707.86,2025-09-24,True
L000883,C00883,2024-07-07,Silver,905,1358.29,2025-08-04,True
L003868,C03868,2024-01-06,Silver,2224,3336.08,2025-07-30,True
L000802,C00802,2025-07-07,Silver,1510,2265.54,2025-07-21,True
L002876,C02876,2025-06-27,Silver,156,234.36,2025-09-17,True
L003248,C03248,2024-03-16,Silver,241,361.81,2025-07-21,True
L000385,C00385,2025-03-05,Gold,482,723.72,2025-08-05,True
L002501,C02501,2025-06-05,Gold,18,28.44,2025-08-01,True
L001450,C01450,2024-06-03,Silver,330,495.34,2025-09-27,True
L004750,C04750,2025-01-01,Gold,1035,1553.94,2025-06-25,False
L002918,C02918,2023-12-14,Silver,1718,2577.03,2025-09-16,True
L000346,C00346,2024-07-28,Gold,1470,2206.27,2025-08-06,True
L000457,C00457,2023-11-26,Platinum,341,512.52,2025-09-07,True
L001662,C01662,2024-07-01,Gold,198,297.68,2025-05-14,False
L002627,C02627,2023-07-28,Silver,992,1488.57,2025-07-29,False
L003086,C03086,2024-08-07,Gold,432,648.8,2025-06-22,True
L004224,C04224,2023-05-25,Silver,1259,1889.17,2025-08-25,True
L004993,C04993,2025-03-25,Gold,106,159.35,2025-05-28,True
L000637,C00637,2024-02-04,Silver,2898,4347.53,2025-05-09,True
L004645,C04645,2025-04-24,Platinum,130,196.07,2025-06-07,True
L002156,C02156,2023-08-02,Silver,1042,1563.45,2025-04-26,True
L000426,C00426,2025-01-12,Silver,1075,1612.55,2025-09-26,True
L002771,C02771,2023-09-12,Silver,915,1373.23,2025-06-03,False
L000367,C00367,2023-09-19,Platinum,228,343.14,2025-09-04,True
L000131,C00131,2025-01-11,Silver,298,447.96,2025-05-10,True
L004400,C04400,2024-10-14,Gold,2047,3071.09,2025-05-27,False
L000183,C00183,2025-09-02,Silver,1499,2249.55,2025-05-30,False
L000116,C00116,2024-07-17,Silver,1655,2482.98,2025-07-23,True
L004631,C04631,2023-07-03,Silver,804,1206.86,2025-04-29,False
L000150,C00150,2024-01-25,Platinum,96,145.42,2025-04-10,True
L004151,C04151,2025-08-09,Gold,1198,1797.5,2025-06-11,True
L001371,C01371,2024-01-10,Gold,285,428.39,2025-07-09,False
L000360,C00360,2024-04-23,Silver,686,1029.26,2025-05-08,True
L001303,C01303,2023-12-31,Silver,1083,1625.07,2025-05-04,True
L004496,C04496,2024-08-16,Silver,186,279.03,2025-05-27,True
L003191,C03191,2023-09-03,Gold,1019,1529.95,2025-09-30,False
L001710,C01710,2023-10-02,Silver,578,867.0,2025-07-16,False
L001277,C01277,2025-09-28,Silver,1133,1699.55,2025-09-28,False
L002285,C02285,2025-02-04,Gold,145,218.26,2025-07-07,False
L003872,C03872,2025-01-17,Gold,499,749.59,2025-05-12,True
L001645,C01645,2025-07-20,Gold,1433,2150.75,2025-08-25,True
L003945,C03945,2025-03-21,Platinum,521,782.11,2025-09-06,True
L002206,C02206,2023-09-10,Platinum,993,1489.67,2025-05-12,False
L004912,C04912,2025-01-05,Gold,112,168.53,2025-06-22,True
L003339,C03339,2024-09-23,Silver,1799,2699.0,2025-08-19,False
L004293,C04293,2025-07-04,Gold,1633,2450.05,2025-04-23,True
L000647,C00647,2024-03-26,Gold,31,47.78,2025-08-28,True
L003703,C03703,2023-04-29,Silver,1213,1820.3,2025-05-12,False
L002294,C02294,2024-12-08,Platinum,683,1025.78,2025-08-15,True
L000349,C00349,2024-11-22,Silver,187,281.11,2025-05-11,True
L004424,C04424,2024-02-15,Silver,800,1200.67,2025-06-08,True
L001003,C01003,2024-12-17,Platinum,1356,2034.3,2025-08-31,True
L003916,C03916,2024-03-24,Silver,453,680.86,2025-05-18,True
L004871,C04871,2024-01-04,Silver,1623,2435.8,2025-09-27,True
L001316,C01316,2023-06-26,Silver,1576,2364.32,2025-06-17,True
L002148,C02148,2024-09-19,Platinum,1933,2900.0,2025-09-09,True
L000566,C00566,2024-07-10,Silver,1969,2954.73,2025-05-16,True
L001283,C01283,2023-08-20,Silver,916,1374.64,2025-04-29,True
L002448,C02448,2024-07-08,Silver,756,1134.28,2025-04-15,False
L001967,C01967,2023-05-15,Gold,438,658.0,2025-05-11,True
L000657,C00657,2025-05-02,Silver,2801,4202.56,2025-04-27,True
L000462,C00462,2023-12-05,Gold,267,401.74,2025-07-22,True
L004417,C04417,2024-04-13,Silver,796,1194.24,2025-06-25,True
L003098,C03098,2025-02-07,Silver,1399,2099.44,2025-05-31,False
L004808,C04808,2023-08-05,Gold,1379,2068.98,2025-09-05,True
L000726,C00726,2024-06-11,Gold,1651,2477.15,2025-05-16,False
L004483,C04483,2024-07-16,Silver,3242,4864.45,2025-05-17,True
L003299,C03299,2025-03-28,Silver,800,1200.78,2025-05-30,False
L002139,C02139,2023-06-25,Silver,2758,4137.64,2025-06-20,True
L004582,C04582,2025-01-10,Silver,554,831.71,2025-07-24,True
L001782,C01782,2025-08-17,Silver,3410,5115.06,2025-08-24,True
L004648,C04648,2025-04-29,Gold,1805,2708.79,2025-05-11,True
L004530,C04530,2025-09-01,Silver,1191,1787.94,2025-05-03,True
L004759,C04759,2024-10-15,Silver,313,470.01,2025-07-05,True
L000025,C00025,2024-05-13,Gold,876,1315.41,2025-08-27,True
L004777,C04777,2024-04-20,Gold,1142,1713.48,2025-09-05,True
L004489,C04489,2024-05-22,Silver,400,600.08,2025-07-14,True
L004797,C04797,2023-07-30,Silver,1356,2034.08,2025-05-07,False
L003095,C03095,2025-08-28,Silver,222,333.1,2025-07-19,True
L000311,C00311,2025-09-10,Gold,984,1476.34,2025-06-21,True
L002720,C02720,2024-04-27,Silver,1097,1646.82,2025-05-11,True
L004274,C04274,2025-06-19,Platinum,1437,2156.85,2025-08-08,False
L001169,C01169,2025-06-11,Gold,458,688.27,2025-06-25,True
L003505,C03505,2024-01-29,Silver,659,988.51,2025-06-10,True
L003178,C03178,2025-01-31,Silver,1012,1519.31,2025-09-19,True
L002480,C02480,2024-06-01,Gold,1247,1871.57,2025-09-25,False
L000807,C00807,2025-07-23,Platinum,259,389.1,2025-05-16,True
L001566,C01566,2023-05-07,Silver,798,1197.45,2025-06-03,True
L001292,C01292,2024-11-22,Gold,18,28.38,2025-04-20,True
L001400,C01400,2023-12-28,Silver,1297,1945.9,2025-07-29,False
L002098,C02098,2024-01-24,Silver,646,969.34,2025-08-10,True
L004346,C04346,2024-11-09,Silver,1590,2385.44,2025-05-08,True
L001813,C01813,2024-09-28,Silver,1154,1732.36,2025-05-17,True
L002300,C02300,2025-05-23,Silver,1621,2432.68,2025-04-24,True
L003267,C03267,2024-07-24,Gold,2078,3117.39,2025-06-01,False
L003964,C03964,2025-01-05,Silver,1743,2615.72,2025-06-14,False
L003043,C03043,2025-05-12,Gold,511,767.86,2025-05-10,True
L003962,C03962,2024-02-16,Silver,158,238.17,2025-04-08,False
L000704,C00704,2024-03-22,Silver,908,1362.49,2025-05-31,False
L004263,C04263,2025-09-08,Gold,2932,4398.86,2025-06-25,True
L002537,C02537,2024-07-09,Silver,169,254.39,2025-08-14,False
L002661,C02661,2024-09-13,Gold,523,785.65,2025-06-28,False
L000433,C00433,2023-07-09,Platinum,1831,2746.53,2025-09-11,True
L001330,C01330,2023-12-11,Silver,1352,2028.55,2025-06-29,False
L003363,C03363,2025-04-06,Silver,2120,3180.94,2025-09-04,True
L002255,C02255,2024-11-25,Silver,711,1067.91,2025-04-17,True
L004600,C04600,2024-01-11,Silver,1121,1682.84,2025-07-31,True
L002462,C02462,2023-06-18,Silver,467,701.33,2025-06-27,True
L003762,C03762,2024-06-01,Gold,802,1203.79,2025-06-18,True
L002392,C02392,2023-08-27,Silver,541,812.36,2025-09-13,False
L001376,C01376,2024-12-09,Silver,2306,3459.62,2025-04-08,True
L000651,C00651,2023-09-15,Silver,433,650.96,2025-05-08,False
L004595,C04595,2025-07-01,Silver,2071,3107.29,2025-07-08,True
L002530,C02530,2023-07-30,Gold,1695,2543.04,2025-09-27,False
L003200,C03200,2025-01-27,Gold,518,777.39,2025-06-10,True
L003334,C03334,2025-06-28,Silver,319,479.84,2025-04-07,False
L004826,C04826,2024-08-28,Silver,2172,3258.23,2025-06-10,True
L003620,C03620,2024-01-31,Silver,911,1366.99,2025-08-19,True
L000339,C00339,2025-02-06,Silver,612,919.02,2025-07-08,True
L001964,C01964,2024-03-02,Silver,379,568.87,2025-04-06,True
L001755,C01755,2025-05-27,Silver,2776,4164.6,2025-06-14,True
L002723,C02723,2024-05-23,Silver,119,179.56,2025-04-28,True
L003659,C03659,2025-05-02,Platinum,2003,3005.37,2025-07-23,True
L001490,C01490,2023-05-11,Gold,2081,3121.96,2025-04-25,True
L002725,C02725,2024-07-28,Gold,194,291.26,2025-08-21,True
L002115,C02115,2024-05-21,Silver,642,964.01,2025-05-09,False
L004219,C04219,2025-07-03,Silver,1114,1671.57,2025-04-18,True
L001531,C01531,2024-08-30,Platinum,1539,2309.79,2025-09-23,False
L003114,C03114,2024-11-26,Gold,165,248.31,2025-08-20,True
L003271,C03271,2025-03-18,Silver,776,1164.02,2025-05-15,True
L004412,C04412,2023-06-09,Silver,1064,1596.62,2025-09-06,True
L003858,C03858,2023-06-30,Silver,549,824.28,2025-05-03,False
L003997,C03997,2024-06-11,Platinum,2053,3080.89,2025-05-26,True
L001103,C01103,2025-06-12,Gold,1577,2366.25,2025-04-17,False
L003211,C03211,2024-12-04,Gold,1067,1601.41,2025-09-16,False
L003773,C03773,2023-06-04,Silver,88,133.29,2025-06-25,False
L002108,C02108,2025-04-02,Silver,1177,1766.3,2025-08-30,False
L003173,C03173,2024-04-06,Silver,513,770.57,2025-08-11,False
L000570,C00570,2023-06-23,Silver,1101,1651.63,2025-08-31,True
L002210,C02210,2023-06-01,Silver,1159,1738.96,2025-09-19,False
L003564,C03564,2024-03-25,Silver,1289,1934.17,2025-09-16,False
L004440,C04440,2023-08-13,Silver,2218,3327.44,2025-06-12,True
L002866,C02866,2023-05-24,Silver,561,842.78,2025-09-06,True
L002652,C02652,2025-01-28,Silver,1660,2491.05,2025-08-05,True
L001107,C01107,2023-06-16,Silver,637,955.55,2025-07-19,True
L004181,C04181,2025-05-08,Silver,519,779.85,2025-07-07,True
L001364,C01364,2024-10-31,Gold,694,1042.47,2025-08-04,True
L001814,C01814,2024-08-17,Silver,231,346.58,2025-07-04,False
L004607,C04607,2023-07-15,Gold,535,803.29,2025-08-27,True
L004683,C04683,2024-07-05,Gold,367,551.18,2025-04-19,False
L001281,C01281,2023-07-27,Gold,1812,2719.35,2025-07-29,True
L001079,C01079,2023-09-23,Silver,1504,2257.37,2025-09-27,False
L002621,C02621,2024-07-26,Silver,2288,3433.09,2025-06-27,True
L002554,C02554,2024-11-24,Silver,1093,1640.21,2025-05-07,True
L003243,C03243,2025-05-03,Silver,2978,4467.47,2025-08-17,True
L000191,C00191,2024-02-18,Silver,601,902.29,2025-05-02,True
L002198,C02198,2024-12-13,Silver,2556,3834.28,2025-05-15,True
L001474,C01474,2023-08-31,Platinum,455,683.96,2025-06-09,True
L004409,C04409,2024-12-03,Silver,1243,1865.4,2025-07-12,False
L004785,C04785,2024-12-18,Silver,1005,1508.95,2025-08-30,False
L001730,C01730,2024-02-28,Silver,2180,3271.23,2025-07-18,True
L004160,C04160,2024-01-13,Silver,187,281.81,2025-09-29,True
L001805,C01805,2025-08-27,Silver,708,1062.85,2025-07-05,True
L002189,C02189,2025-03-05,Silver,101,151.84,2025-07-12,True
L002102,C02102,2024-04-21,Silver,3315,4973.41,2025-04-28,False
L000356,C00356,2024-09-11,Gold,190,286.29,2025-08-08,False
L000238,C00238,2023-10-20,Gold,419,629.28,2025-09-17,True
L000806,C00806,2025-04-12,Gold,329,493.7,2025-06-05,True
L000132,C00132,2023-12-20,Silver,2897,4346.53,2025-07-20,True
L000889,C00889,2024-05-17,Gold,757,1136.88,2025-07-14,False
L004532,C04532,2025-04-10,Silver,117,176.9,2025-06-22,True
L000492,C00492,2024-08-05,Silver,1049,1574.73,2025-04-29,True
L001537,C01537,2023-05-04,Silver,1903,2855.84,2025-07-02,True
L002351,C02351,2025-05-11,Silver,1198,1797.22,2025-05-22,True
L004770,C04770,2023-07-22,Platinum,2514,3772.01,2025-09-06,False
L004774,C04774,2023-08-17,Platinum,1124,1686.26,2025-06-15,True
L004842,C04842,2024-02-25,Silver,377,566.89,2025-08-31,True
L002118,C02118,2023-05-07,Silver,1184,1777.38,2025-09-23,True
L004155,C04155,2023-10-06,Gold,171,256.97,2025-05-18,True
L002472,C02472,2024-09-02,Gold,964,1446.16,2025-06-09,True
L001772,C01772,2024-12-18,Silver,49,74.83,2025-09-14,True
L001353,C01353,2025-02-18,Gold,1826,2739.21,2025-07-03,False
L000335,C00335,2024-12-21,Gold,1409,2113.53,2025-07-05,True
L002230,C02230,2024-09-05,Silver,1659,2489.53,2025-08-05,True
L001874,C01874,2025-07-11,Silver,595,893.7,2025-09-28,True
L001680,C01680,2025-05-18,Gold,1898,2848.16,2025-09-15,True
L000378,C00378,2024-12-18,Silver,11,17.28,2025-08-23,True
L004550,C04550,2024-06-28,Silver,571,857.83,2025-06-24,False
L000496,C00496,2025-04-03,Silver,1941,2912.14,2025-09-08,True
L000179,C00179,2024-02-04,Silver,86,130.17,2025-08-01,True
L004639,C04639,2024-07-05,Silver,899,1348.67,2025-06-15,True
L001094,C01094,2023-08-15,Gold,1755,2633.89,2025-08-11,True
L001121,C01121,2025-06-21,Gold,979,1469.29,2025-07-03,True
L002656,C02656,2023-06-27,Silver,1855,2783.48,2025-06-05,False
L002710,C02710,2023-06-17,Silver,955,1432.6,2025-04-25,False
L004988,C04988,2025-04-06,Silver,2600,3900.86,2025-06-10,True
L004276,C04276,2025-04-18,Silver,557,835.72,2025-04-17,False
L001445,C01445,2023-06-13,Silver,1181,1772.63,2025-06-18,True
L000243,C00243,2023-05-26,Silver,508,762.68,2025-04-22,False
L001536,C01536,2023-11-26,Silver,883,1325.06,2025-04-11,True
L004647,C04647,2024-07-14,Silver,467,701.56,2025-07-01,False
L000609,C00609,2024-04-18,Silver,1314,1972.39,2025-09-11,False
L003198,C03198,2023-09-20,Gold,576,864.78,2025-06-18,False
L001993,C01993,2025-02-01,Silver,1371,2057.66,2025-06-03,True
L004045,C04045,2024-04-21,Silver,1790,2685.4,2025-04-14,True
L004827,C04827,2023-12-12,Platinum,787,1181.59,2025-08-05,False
L002786,C02786,2025-03-25,Gold,974,1462.25,2025-09-08,True
L003603,C03603,2023-12-08,Gold,10,16.35,2025-09-20,False
L003519,C03519,2023-07-12,Silver,348,522.98,2025-05-22,True
L000590,C00590,2025-09-24,Silver,596,894.64,2025-06-19,True
L003875,C03875,2023-05-30,Gold,2008,3013.27,2025-04-22,False
L004534,C04534,2024-12-09,Gold,945,1418.96,2025-07-20,True
L001087,C01087,2024-02-12,Silver,1347,2021.93,2025-08-07,True
L001181,C01181,2024-01-12,Gold,2297,3446.97,2025-08-19,True
L004060,C04060,2025-04-20,Gold,143,215.01,2025-08-29,True
L004399,C04399,2024-07-29,Silver,568,853.39,2025-08-23,True
L004300,C04300,2024-01-30,Gold,579,869.91,2025-09-01,False
L001123,C01123,2023-12-04,Gold,1268,1902.07,2025-07-16,False
L004015,C04015,2023-07-28,Silver,985,1478.95,2025-04-22,True
L000470,C00470,2025-04-11,Platinum,746,1119.97,2025-05-03,True
L001544,C01544,2023-07-21,Silver,788,1182.97,2025-04-14,False
L003088,C03088,2023-09-20,Silver,1634,2451.44,2025-05-30,True
L002326,C02326,2024-04-19,Silver,229,344.17,2025-07-29,False
L000262,C00262,2023-08-29,Silver,2505,3758.96,2025-08-28,True
L004407,C04407,2023-04-21,Gold,1222,1834.22,2025-09-19,True
L002410,C02410,2023-05-17,Silver,1365,2048.43,2025-07-12,False
L003219,C03219,2023-09-09,Silver,741,1112.54,2025-06-14,True
L003466,C03466,2024-09-04,Silver,2057,3086.02,2025-06-18,True
L003336,C03336,2025-06-23,Gold,275,413.06,2025-05-07,False
L001994,C01994,2024-10-19,Gold,68,103.36,2025-04-26,True
L004214,C04214,2024-07-04,Silver,437,655.82,2025-05-29,False
L001673,C01673,2023-05-13,Silver,1110,1665.74,2025-04-22,False
L003899,C03899,2024-09-30,Gold,656,984.0,2025-09-22,True
L003192,C03192,2025-06-15,Silver,871,1307.75,2025-04-07,True
L002737,C02737,2025-02-08,Silver,384,577.43,2025-09-09,True
L004609,C04609,2023-06-29,Platinum,1646,2469.61,2025-08-21,False
L004546,C04546,2024-06-27,Silver,285,427.65,2025-04-20,True
L000843,C00843,2024-05-19,Platinum,2192,3288.09,2025-08-16,False
L001785,C01785,2023-06-30,Silver,495,743.83,2025-06-22,True
L001765,C01765,2023-10-28,Silver,210,315.24,2025-08-12,False
L001659,C01659,2024-08-24,Gold,1041,1562.68,2025-05-11,True
L004737,C04737,2024-09-24,Gold,1198,1797.91,2025-05-15,True
L000473,C00473,2024-05-27,Silver,268,402.48,2025-05-25,True
L000690,C00690,2023-12-02,Silver,3306,4959.42,2025-08-09,False
L004864,C04864,2023-11-22,Gold,149,224.27,2025-08-16,True
L004202,C04202,2023-05-29,Silver,107,161.43,2025-08-31,True
L000281,C00281,2024-06-18,Gold,1056,1585.43,2025-09-03,True
L001839,C01839,2024-04-11,Silver,1127,1691.5,2025-04-18,True
L003676,C03676,2023-08-08,Gold,833,1249.63,2025-04-19,False
L004689,C04689,2023-08-30,Platinum,2077,3116.38,2025-04-21,True
L004749,C04749,2025-03-31,Silver,208,312.07,2025-07-28,True
L002231,C02231,2024-03-18,Silver,252,379.49,2025-08-11,True
L003075,C03075,2023-05-25,Gold,1560,2341.48,2025-09-16,True
L004926,C04926,2024-11-16,Gold,1880,2820.96,2025-06-02,True
L004497,C04497,2025-06-26,Silver,555,833.06,2025-09-21,True
L001694,C01694,2023-09-03,Gold,1216,1824.13,2025-06-30,False
L003891,C03891,2025-04-05,Gold,1722,2584.27,2025-04-06,False
L002212,C02212,2025-05-26,Silver,58,87.12,2025-09-19,True
L004043,C04043,2023-05-22,Gold,511,767.1,2025-04-12,False
L004776,C04776,2025-03-01,Gold,2192,3288.58,2025-06-18,True
L002086,C02086,2023-09-19,Gold,201,301.72,2025-06-16,False
L001004,C01004,2024-06-23,Silver,141,212.48,2025-06-29,True
L003300,C03300,2023-10-26,Silver,727,1091.04,2025-06-16,True
L003005,C03005,2024-11-01,Silver,2217,3326.81,2025-09-27,True
L001835,C01835,2024-03-22,Silver,1925,2888.76,2025-05-20,True
L000397,C00397,2023-09-19,Gold,13,20.26,2025-09-13,True
L004243,C04243,2024-10-19,Silver,1316,1974.86,2025-07-16,False
L003343,C03343,2025-04-10,Silver,857,1286.93,2025-08-21,True
L003435,C03435,2024-12-29,Silver,325,488.48,2025-07-19,False
L001898,C01898,2025-01-16,Gold,1029,1544.03,2025-08-09,True
L000569,C00569,2024-05-01,Silver,1077,1616.29,2025-05-09,False
L002376,C02376,2025-03-23,Silver,481,722.96,2025-05-01,True
L000379,C00379,2024-11-01,Gold,2227,3340.77,2025-07-01,True
L003754,C03754,2023-12-01,Silver,2430,3646.02,2025-09-25,True
L003900,C03900,2023-08-22,Gold,71,107.57,2025-04-12,False
L002562,C02562,2025-09-18,Platinum,1129,1693.92,2025-08-06,True
L000370,C00370,2023-05-15,Silver,178,267.08,2025-07-17,False
L002901,C02901,2024-02-11,Silver,408,613.34,2025-09-19,True
L004479,C04479,2025-01-01,Gold,543,814.91,2025-07-10,True
L001870,C01870,2025-06-21,Gold,172,259.33,2025-08-19,True
L001869,C01869,2023-06-06,Silver,2083,3125.76,2025-05-21,True
L002284,C02284,2023-08-01,Silver,167,250.71,2025-05-26,False
L004088,C04088,2023-11-18,Platinum,848,1272.1,2025-09-29,True
L002629,C02629,2025-06-30,Gold,1457,2186.12,2025-07-19,True
L003856,C03856,2023-11-25,Silver,1120,1681.39,2025-08-16,True
L001031,C01031,2024-10-21,Platinum,1830,2745.23,2025-08-09,True
L002982,C02982,2024-08-11,Silver,825,1237.98,2025-09-06,True
L002677,C02677,2024-12-17,Gold,455,682.71,2025-09-06,False
L002753,C02753,2025-04-05,Silver,759,1139.34,2025-08-05,True
L001757,C01757,2025-09-20,Silver,1722,2583.26,2025-09-01,False
L000665,C00665,2023-10-11,Silver,561,842.23,2025-04-12,True
L002706,C02706,2024-01-18,Silver,593,890.35,2025-09-21,False
L002779,C02779,2024-09-14,Silver,1197,1796.6,2025-06-01,True
L002065,C02065,2024-04-11,Gold,1706,2560.17,2025-07-29,False
L003305,C03305,2024-04-19,Silver,374,561.47,2025-07-24,True
L004495,C04495,2025-06-26,Silver,945,1418.34,2025-09-27,True
L000759,C00759,2023-07-04,Silver,915,1373.14,2025-07-30,True
L001397,C01397,2023-10-10,Silver,1538,2307.35,2025-09-20,False
L001307,C01307,2024-08-10,Gold,708,1062.1,2025-06-17,True
L001154,C01154,2023-05-13,Silver,1272,1908.09,2025-07-09,False
L003636,C03636,2024-03-23,Silver,1178,1768.03,2025-06-11,True
L001842,C01842,2024-07-26,Silver,1094,1641.97,2025-04-22,True
L001597,C01597,2025-09-29,Gold,285,428.0,2025-06-07,False
L002009,C02009,2024-01-25,Gold,190,286.46,2025-08-25,True
L000748,C00748,2024-05-18,Platinum,2297,3446.74,2025-07-30,True
L001427,C01427,2023-11-15,Platinum,1163,1745.66,2025-04-12,True
L003948,C03948,2024-11-15,Silver,1033,1550.0,2025-04-10,True
L004264,C04264,2024-06-29,Silver,473,709.58,2025-06-16,True
L004570,C04570,2024-12-29,Silver,49,73.77,2025-07-24,True
L002651,C02651,2024-11-02,Platinum,736,1104.08,2025-06-11,False
L002729,C02729,2024-06-16,Silver,1029,1544.17,2025-08-07,False
L002939,C02939,2024-10-15,Silver,118,177.89,2025-07-14,False
L000863,C00863,2024-12-06,Gold,1463,2195.85,2025-08-03,False
L003979,C03979,2024-01-22,Platinum,43,65.4,2025-08-04,True
L002414,C02414,2025-08-06,Gold,2904,4356.86,2025-09-03,True
L001442,C01442,2023-09-02,Silver,287,430.51,2025-04-19,True
L004927,C04927,2023-11-17,Silver,1391,2087.76,2025-09-30,False
L004230,C04230,2025-09-30,Gold,126,189.84,2025-08-10,True
L000914,C00914,2024-10-09,Silver,144,216.62,2025-08-26,True
L002732,C02732,2024-01-29,Silver,166,249.24,2025-09-29,True
L001887,C01887,2024-07-08,Gold,2140,3211.25,2025-08-21,False
L002135,C02135,2024-01-23,Silver,126,189.3,2025-08-05,True
L001141,C01141,2025-06-30,Silver,1961,2941.66,2025-07-25,True
L003346,C03346,2024-10-27,Platinum,907,1361.15,2025-05-15,True
L004934,C04934,2023-11-23,Silver,113,170.38,2025-06-14,True
L004452,C04452,2024-02-11,Silver,591,887.36,2025-08-26,True
L003227,C03227,2024-10-28,Silver,977,1466.99,2025-08-12,False
L003260,C03260,2025-06-03,Silver,172,258.65,2025-07-10,True
L003963,C03963,2025-01-02,Silver,556,835.4,2025-07-14,False
L003861,C03861,2025-03-24,Silver,77,116.41,2025-04-13,True
L003302,C03302,2024-05-20,Silver,1252,1879.28,2025-09-07,False
L004695,C04695,2024-02-16,Gold,172,259.43,2025-07-27,False
L003746,C03746,2024-10-01,Silver,1345,2018.64,2025-05-23,True
L002593,C02593,2025-09-24,Gold,575,863.54,2025-09-06,True
L001764,C01764,2024-02-05,Silver,127,191.52,2025-09-06,True
