transaction_id,store_id,store_name,emirate,transaction_date,transaction_time,customer_id,product_id,category,subcategory,quantity,unit_price,total_amount,payment_method
T0001388,S008,LuLu_Store_8,Ajman,2024-06-17,10:51,C00495,P0025,clothing,accessories,5,132.2,661.02,card
T0001389,S004,LuLu_Store_4,Abu Dhabi,2024-11-04,22:39,C00337,P0205,grocery,pantry,1,24.14,24.14,cash
T0001390,S003,LuLu_Store_3,Sharjah,2023-03-17,18:35,C01615,P0062,clothing,accessories,3,115.52,346.55,card
T0001391,S002,LuLu_Store_2,Fujairah,2024-08-14,11:00,C02746,P0077,grocery,snacks,2,12.89,25.79,card
T0001392,S013,LuLu_Store_13,Ajman,2023-06-16,10:12,C03220,P0009,grocery,snacks,2,6.97,13.94,card
T0001393,S007,LuLu_Store_7,Dubai,2023-10-23,14:49,C02158,P0148,grocery,pantry,1,2.35,2.35,card
T0001394,S016,LuLu_Store_16,Dubai,2024-04-14,21:02,C01362,P0026,clothing,women,2,90.26,180.53,card
T0001395,S007,LuLu_Store_7,Dubai,2023-06-20,12:48,C03626,P0218,grocery,snacks,2,14.65,29.3,gift_card
T0001396,S015,LuLu_Store_15,Dubai,2023-10-31,11:05,C01479,P0246,grocery,beverages,1,10.75,10.75,card
T0001397,S006,LuLu_Store_6,Dubai,2024-07-20,18:58,C02932,P0042,grocery,beverages,3,9.96,29.88,gift_card
T0001398,S006,LuLu_Store_6,Dubai,2024-04-04,22:10,C04617,P0239,grocery,pantry,5,5.15,25.74,cash
T0001399,S017,LuLu_Store_17,Dubai,2024-09-19,21:21,C04728,P0084,clothing,kids,3,25.22,75.65,card
T0001400,S006,LuLu_Store_6,Dubai,2024-02-02,09:25,C00233,P0036,clothing,accessories,2,53.85,107.7,cash
T0001401,S016,LuLu_Store_16,Dubai,2024-11-06,13:10,C04479,P0168,grocery,snacks,1,22.74,22.74,card
T0001402,S007,LuLu_Store_7,Dubai,2023-04-23,22:42,C04736,P0048,clothing,men,2,71.11,142.22,card
T0001403,S010,LuLu_Store_10,Sharjah,2023-02-17,16:50,C04414,P0129,grocery,snacks,3,11.1,33.31,cash
T0001404,S004,LuLu_Store_4,Abu Dhabi,2023-11-25,11:15,C04386,P0167,grocery,fresh,3,17.94,53.82,cash
T0001405,S014,LuLu_Store_14,Dubai,2023-01-25,10:32,C01014,P0166,electronics,tv,3,391.4,1174.19,card
T0001406,S013,LuLu_Store_13,Ajman,2024-01-30,19:26,C01743,P0084,clothing,kids,2,27.46,54.92,card
T0001407,S001,LuLu_Store_1,Dubai,2023-05-06,18:22,C02213,P0104,beauty,fragrance,3,67.16,201.48,mobile_pay
T0001408,S004,LuLu_Store_4,Abu Dhabi,2024-09-28,18:51,C02705,P0066,home,furniture,1,369.25,369.25,card
T0001409,S012,LuLu_Store_12,Fujairah,2023-05-17,10:53,C02349,P0099,grocery,beverages,1,19.98,19.98,card
T0001410,S019,LuLu_Store_19,Abu Dhabi,2023-04-09,14:31,C02686,P0192,grocery,pantry,1,13.44,13.44,card
T0001411,S018,LuLu_Store_18,Abu Dhabi,2024-11-02,22:07,C01565,P0001,clothing,women,1,150.21,150.21,card
T0001412,S014,LuLu_Store_14,Dubai,2024-10-15,08:35,C04285,P0110,electronics,audio,3,1051.85,3155.54,cash
T0001413,S004,LuLu_Store_4,Abu Dhabi,2023-04-07,20:55,C02875,P0017,grocery,beverages,1,1.03,1.03,card
T0001414,S013,LuLu_Store_13,Ajman,2024-09-11,22:56,C04287,P0236,grocery,fresh,3,18.02,54.06,card
T0001415,S005,LuLu_Store_5,Dubai,2024-05-10,20:32,C00386,P0002,grocery,pantry,2,18.61,37.23,mobile_pay
T0001416,S009,LuLu_Store_9,Abu Dhabi,2023-07-26,11:44,C02601,P0121,electronics,tv,2,155.16,310.31,card
T0001417,S010,LuLu_Store_10,Sharjah,2023-05-28,16:12,C03168,P0074,grocery,pantry,5,17.97,89.83,card
T0001418,S015,LuLu_Store_15,Dubai,2023-01-22,12:38,C01393,P0029,grocery,beverages,1,18.64,18.64,cash
T0001419,S004,LuLu_Store_4,Abu Dhabi,2024-02-23,17:11,C02917,P0114,grocery,snacks,1,16.71,16.71,card
T0001420,S020,LuLu_Store_20,Dubai,2023-10-17,09:56,C00365,P0244,clothing,men,1,42.55,42.55,card
T0001421,S004,LuLu_Store_4,Abu Dhabi,2023-04-27,10:27,C00338,P0158,clothing,women,2,104.84,209.67,mobile_pay
T0001422,S013,LuLu_Store_13,Ajman,2024-05-05,09:17,C03852,P0021,home,decor,3,258.44,775.31,cash
T0001423,S014,LuLu_Store_14,Dubai,2024-11-19,22:25,C00630,P0059,grocery,fresh,7,22.9,160.31,card
T0001424,S019,LuLu_Store_19,Abu Dhabi,2023-01-21,14:30,C03553,P0030,grocery,beverages,3,16.29,48.86,mobile_pay
T0001425,S009,LuLu_Store_9,Abu Dhabi,2024-03-26,22:50,C04061,P0229,grocery,beverages,4,4.6,18.41,card
T0001426,S013,LuLu_Store_13,Ajman,2024-12-13,10:33,C01786,P0129,grocery,snacks,4,11.4,45.58,card
T0001427,S004,LuLu_Store_4,Abu Dhabi,2024-02-19,11:25,C00357,P0196,grocery,fresh,2,3.36,6.71,card
T0001428,S011,LuLu_Store_11,Dubai,2023-08-02,11:48,C01390,P0136,grocery,beverages,1,3.31,3.31,card
T0001429,S015,LuLu_Store_15,Dubai,2024-10-02,17:40,C03931,P0101,grocery,snacks,1,27.08,27.08,card
T0001430,S002,LuLu_Store_2,Fujairah,2024-02-15,09:24,C01938,P0001,clothing,women,2,149.33,298.66,gift_card
T0001431,S004,LuLu_Store_4,Abu Dhabi,2024-12-10,12:36,C00300,P0028,electronics,accessories,2,1249.26,2498.51,cash
T0001432,S017,LuLu_Store_17,Dubai,2023-03-17,13:01,C01362,P0022,grocery,pantry,1,7.88,7.88,cash
T0001433,S011,LuLu_Store_11,Dubai,2023-05-05,22:02,C02430,P0056,grocery,snacks,3,8.9,26.71,mobile_pay
T0001434,S015,LuLu_Store_15,Dubai,2023-03-06,19:11,C03766,P0089,grocery,pantry,4,14.13,56.53,mobile_pay
T0001435,S016,LuLu_Store_16,Dubai,2023-06-09,13:47,C00061,P0056,grocery,snacks,1,9.41,9.41,mobile_pay
T0001436,S009,LuLu_Store_9,Abu Dhabi,2023-04-15,12:01,C04002,P0111,home,kitchen,2,444.14,888.29,card
T0001437,S020,LuLu_Store_20,Dubai,2024-10-19,17:39,C03420,P0219,electronics,tv,1,318.56,318.56,card
T0001438,S006,LuLu_Store_6,Dubai,2023-01-26,20:45,C02059,P0133,grocery,snacks,2,8.58,17.16,cash
T0001439,S012,LuLu_Store_12,Fujairah,2023-10-15,22:43,C02510,P0133,grocery,snacks,2,8.43,16.87,cash
T0001440,S020,LuLu_Store_20,Dubai,2024-10-18,21:56,C02093,P0168,grocery,snacks,4,21.35,85.38,cash
T0001441,S008,LuLu_Store_8,Ajman,2023-11-08,16:31,C01190,P0064,beauty,skincare,2,91.77,183.54,gift_card
T0001442,S009,LuLu_Store_9,Abu Dhabi,2024-07-04,08:48,C02749,P0155,grocery,pantry,4,4.17,16.67,card
T0001443,S017,LuLu_Store_17,Dubai,2024-02-22,13:37,C00639,P0119,grocery,snacks,1,9.57,9.57,card
T0001444,S012,LuLu_Store_12,Fujairah,2024-07-10,16:50,C00098,P0007,grocery,pantry,2,22.29,44.58,mobile_pay
T0001445,S013,LuLu_Store_13,Ajman,2024-07-29,19:51,C03980,P0205,grocery,pantry,2,22.73,45.45,cash
T0001446,S009,LuLu_Store_9,Abu Dhabi,2024-05-23,08:11,C00075,P0237,grocery,fresh,2,19.68,39.36,card
T0001447,S011,LuLu_Store_11,Dubai,2024-02-01,17:05,C02385,P0118,clothing,women,1,61.7,61.7,card
T0001448,S004,LuLu_Store_4,Abu Dhabi,2024-01-08,18:15,C00634,P0034,grocery,pantry,3,8.89,26.66,card
T0001449,S001,LuLu_Store_1,Dubai,2023-09-11,17:37,C02715,P0209,home,kitchen,1,305.67,305.67,card
T0001450,S001,LuLu_Store_1,Dubai,2024-08-03,14:57,C04213,P0140,grocery,beverages,1,1.63,1.63,card
T0001451,S015,LuLu_Store_15,Dubai,2024-07-05,13:13,C03988,P0180,electronics,tv,3,153.0,458.99,mobile_pay
T0001452,S003,LuLu_Store_3,Sharjah,2024-07-03,22:00,C00308,P0235,grocery,beverages,1,6.66,6.66,cash
T0001453,S008,LuLu_Store_8,Ajman,2023-08-15,13:44,C02494,P0196,grocery,fresh,1,3.2,3.2,card
T0001454,S015,LuLu_Store_15,Dubai,2024-10-03,21:22,C02634,P0134,clothing,kids,2,42.8,85.61,cash
T0001455,S001,LuLu_Store_1,Dubai,2024-07-14,19:26,C04190,P0106,grocery,fresh,4,2.65,10.59,mobile_pay
T0001456,S016,LuLu_Store_16,Dubai,2024-11-13,20:19,C01453,P0092,grocery,beverages,2,3.25,6.49,cash
T0001457,S018,LuLu_Store_18,Abu Dhabi,2023-06-08,10:07,C02457,P0120,grocery,pantry,4,27.37,109.5,card
T0001458,S004,LuLu_Store_4,Abu Dhabi,2023-02-27,14:44,C02309,P0072,grocery,fresh,3,19.17,57.52,cash
T0001459,S014,LuLu_Store_14,Dubai,2023-06-10,10:28,C00167,P0238,clothing,kids,1,47.84,47.84,card
T0001460,S017,LuLu_Store_17,Dubai,2023-04-16,16:12,C02436,P0034,grocery,pantry,2,9.96,19.91,card
T0001461,S005,LuLu_Store_5,Dubai,2023-02-24,20:38,C00681,P0137,grocery,beverages,5,26.53,132.66,card
T0001462,S001,LuLu_Store_1,Dubai,2023-11-21,15:46,C00916,P0140,grocery,beverages,2,1.74,3.49,card
T0001463,S004,LuLu_Store_4,Abu Dhabi,2023-02-15,08:58,C00047,P0056,grocery,snacks,2,8.28,16.56,card
T0001464,S017,LuLu_Store_17,Dubai,2023-07-03,13:50,C00162,P0030,grocery,beverages,3,17.44,52.32,card
T0001465,S017,LuLu_Store_17,Dubai,2023-08-18,12:20,C03533,P0034,grocery,pantry,1,9.75,9.75,card
T0001466,S012,LuLu_Store_12,Fujairah,2023-04-15,21:09,C00554,P0157,grocery,fresh,3,16.4,49.19,mobile_pay
T0001467,S009,LuLu_Store_9,Abu Dhabi,2023-08-06,20:36,C04287,P0059,grocery,fresh,1,22.5,22.5,card
T0001468,S012,LuLu_Store_12,Fujairah,2023-09-13,11:11,C01869,P0177,grocery,pantry,3,17.18,51.55,card
T0001469,S001,LuLu_Store_1,Dubai,2023-06-22,16:29,C01124,P0104,beauty,fragrance,2,70.2,140.4,cash
T0001470,S015,LuLu_Store_15,Dubai,2023-09-26,11:27,C04204,P0213,clothing,men,3,57.79,173.37,cash
T0001471,S012,LuLu_Store_12,Fujairah,2023-12-06,12:44,C00002,P0030,grocery,beverages,2,18.36,36.71,card
T0001472,S013,LuLu_Store_13,Ajman,2024-10-25,13:33,C04825,P0189,electronics,tv,2,1030.03,2060.06,card
T0001473,S016,LuLu_Store_16,Dubai,2023-03-31,13:02,C03538,P0073,beauty,fragrance,6,76.17,457.0,gift_card
T0001474,S018,LuLu_Store_18,Abu Dhabi,2023-02-02,09:54,C01055,P0197,electronics,tv,2,1489.79,2979.58,mobile_pay
T0001475,S001,LuLu_Store_1,Dubai,2024-12-10,20:49,C04002,P0060,grocery,fresh,2,26.85,53.71,card
T0001476,S014,LuLu_Store_14,Dubai,2024-09-16,19:05,C04978,P0086,grocery,beverages,1,26.81,26.81,card
T0001477,S006,LuLu_Store_6,Dubai,2024-04-01,12:01,C03804,P0126,grocery,fresh,2,15.11,30.21,card
T0001478,S002,LuLu_Store_2,Fujairah,2024-07-09,16:25,C04467,P0186,electronics,audio,4,635.69,2542.74,gift_card
T0001479,S015,LuLu_Store_15,Dubai,2024-08-26,16:28,C04453,P0017,grocery,beverages,2,0.95,1.89,cash
T0001480,S014,LuLu_Store_14,Dubai,2024-01-13,12:18,C03623,P0097,grocery,fresh,2,11.14,22.28,cash
T0001481,S005,LuLu_Store_5,Dubai,2024-02-27,12:43,C04745,P0078,electronics,mobile,2,1289.6,2579.19,mobile_pay
T0001482,S012,LuLu_Store_12,Fujairah,2024-05-18,17:00,C00258,P0012,electronics,mobile,2,745.88,1491.75,card
T0001483,S010,LuLu_Store_10,Sharjah,2023-05-23,08:44,C00291,P0167,grocery,fresh,5,19.52,97.61,card
T0001484,S009,LuLu_Store_9,Abu Dhabi,2023-05-13,18:42,C03454,P0195,electronics,tv,1,160.51,160.51,card
T0001485,S001,LuLu_Store_1,Dubai,2024-05-06,08:58,C00567,P0163,grocery,beverages,3,2.04,6.11,card
T0001486,S004,LuLu_Store_4,Abu Dhabi,2023-12-11,14:26,C01190,P0023,clothing,accessories,2,30.36,60.72,card
T0001487,S002,LuLu_Store_2,Fujairah,2024-10-17,21:38,C03488,P0040,grocery,snacks,1,14.23,14.23,card
T0001488,S015,LuLu_Store_15,Dubai,2023-07-04,21:31,C04582,P0042,grocery,beverages,4,8.88,35.5,card
T0001489,S019,LuLu_Store_19,Abu Dhabi,2024-01-13,16:41,C04717,P0059,grocery,fresh,2,22.34,44.68,cash
T0001490,S014,LuLu_Store_14,Dubai,2024-02-20,17:07,C02431,P0160,grocery,beverages,1,11.35,11.35,cash
T0001491,S020,LuLu_Store_20,Dubai,2024-05-29,19:51,C03005,P0170,grocery,fresh,2,26.24,52.48,mobile_pay
T0001492,S019,LuLu_Store_19,Abu Dhabi,2024-09-05,09:30,C00688,P0047,grocery,beverages,4,3.47,13.87,card
T0001493,S017,LuLu_Store_17,Dubai,2024-04-08,17:37,C01917,P0021,home,decor,2,283.86,567.71,gift_card
T0001494,S019,LuLu_Store_19,Abu Dhabi,2023-07-26,15:19,C00917,P0243,grocery,beverages,4,11.33,45.33,gift_card
T0001495,S014,LuLu_Store_14,Dubai,2024-10-10,14:57,C03031,P0203,beauty,skincare,3,52.76,158.28,card
T0001496,S019,LuLu_Store_19,Abu Dhabi,2024-06-27,19:43,C02346,P0044,electronics,accessories,1,1036.05,1036.05,cash
T0001497,S004,LuLu_Store_4,Abu Dhabi,2024-10-13,16:44,C02808,P0223,clothing,women,3,59.99,179.97,card
T0001498,S011,LuLu_Store_11,Dubai,2023-04-03,12:05,C02637,P0177,grocery,pantry,7,17.04,119.29,card
T0001499,S004,LuLu_Store_4,Abu Dhabi,2024-09-07,12:28,C01326,P0046,grocery,beverages,1,24.73,24.73,card
T0001500,S016,LuLu_Store_16,Dubai,2023-09-22,09:21,C03601,P0215,grocery,beverages,1,30.41,30.41,cash
T0001501,S015,LuLu_Store_15,Dubai,2024-01-22,13:35,C02246,P0223,clothing,women,1,51.62,51.62,cash
T0001502,S010,LuLu_Store_10,Sharjah,2023-12-25,15:28,C01843,P0065,grocery,beverages,3,24.98,74.94,card
T0001503,S014,LuLu_Store_14,Dubai,2023-10-27,20:54,C01205,P0077,grocery,snacks,2,13.62,27.25,card
T0001504,S018,LuLu_Store_18,Abu Dhabi,2023-01-12,11:48,C03576,P0184,home,decor,6,326.32,1957.91,card
T0001505,S015,LuLu_Store_15,Dubai,2024-02-21,14:29,C02211,P0097,grocery,fresh,3,11.07,33.22,card
T0001506,S004,LuLu_Store_4,Abu Dhabi,2024-08-06,13:28,C04375,P0060,grocery,fresh,1,26.16,26.16,mobile_pay
T0001507,S007,LuLu_Store_7,Dubai,2024-01-16,11:20,C02654,P0139,home,furniture,3,511.59,1534.78,card
T0001508,S013,LuLu_Store_13,Ajman,2023-10-31,22:00,C02811,P0163,grocery,beverages,1,2.08,2.08,card
T0001509,S014,LuLu_Store_14,Dubai,2024-03-29,13:05,C03854,P0020,grocery,pantry,3,1.96,5.88,card
T0001510,S012,LuLu_Store_12,Fujairah,2023-01-15,19:32,C01312,P0107,clothing,men,4,71.24,284.97,cash
T0001511,S010,LuLu_Store_10,Sharjah,2024-03-28,16:45,C04953,P0128,home,decor,3,36.71,110.12,cash
T0001512,S014,LuLu_Store_14,Dubai,2024-06-02,13:54,C02529,P0025,clothing,accessories,3,136.27,408.81,card
T0001513,S010,LuLu_Store_10,Sharjah,2023-06-17,17:16,C00559,P0132,home,furniture,1,371.43,371.43,card
T0001514,S007,LuLu_Store_7,Dubai,2023-03-15,22:14,C04464,P0146,grocery,snacks,2,9.16,18.33,card
T0001515,S015,LuLu_Store_15,Dubai,2023-07-27,11:46,C01222,P0217,beauty,fragrance,2,69.86,139.71,mobile_pay
T0001516,S014,LuLu_Store_14,Dubai,2023-03-29,14:11,C02442,P0036,clothing,accessories,2,53.75,107.5,card
T0001517,S002,LuLu_Store_2,Fujairah,2023-02-22,20:44,C04741,P0118,clothing,women,2,62.04,124.07,cash
T0001518,S015,LuLu_Store_15,Dubai,2024-09-30,15:52,C00298,P0215,grocery,beverages,3,30.03,90.1,card
T0001519,S012,LuLu_Store_12,Fujairah,2024-11-10,18:11,C03481,P0038,clothing,kids,5,87.8,438.99,card
T0001520,S013,LuLu_Store_13,Ajman,2023-02-27,11:24,C04187,P0207,clothing,women,3,63.45,190.36,card
T0001521,S007,LuLu_Store_7,Dubai,2023-08-31,13:55,C03056,P0228,clothing,women,1,61.32,61.32,card
T0001522,S001,LuLu_Store_1,Dubai,2024-02-04,22:40,C00999,P0248,electronics,audio,2,693.12,1386.23,card
T0001523,S008,LuLu_Store_8,Ajman,2023-05-04,22:42,C03665,P0129,grocery,snacks,2,10.76,21.53,card
T0001524,S004,LuLu_Store_4,Abu Dhabi,2024-06-25,11:43,C03827,P0049,grocery,beverages,4,3.76,15.04,card
T0001525,S007,LuLu_Store_7,Dubai,2024-03-17,20:07,C03342,P0242,clothing,women,1,114.54,114.54,card
T0001526,S011,LuLu_Store_11,Dubai,2023-05-18,18:15,C03787,P0157,grocery,fresh,2,16.37,32.75,cash
T0001527,S011,LuLu_Store_11,Dubai,2023-08-03,08:58,C04227,P0018,grocery,fresh,2,4.41,8.82,mobile_pay
T0001528,S012,LuLu_Store_12,Fujairah,2024-10-18,17:03,C01583,P0203,beauty,skincare,4,49.38,197.53,card
T0001529,S016,LuLu_Store_16,Dubai,2024-05-07,11:30,C01762,P0245,grocery,fresh,4,2.99,11.96,gift_card
T0001530,S006,LuLu_Store_6,Dubai,2023-09-08,12:11,C00062,P0207,clothing,women,2,66.36,132.71,cash
T0001531,S016,LuLu_Store_16,Dubai,2024-11-17,19:22,C03335,P0141,grocery,snacks,1,12.1,12.1,card
T0001532,S017,LuLu_Store_17,Dubai,2023-09-29,12:45,C04022,P0074,grocery,pantry,1,19.34,19.34,cash
T0001533,S019,LuLu_Store_19,Abu Dhabi,2023-10-05,10:35,C00137,P0153,grocery,fresh,2,17.85,35.7,cash
T0001534,S005,LuLu_Store_5,Dubai,2023-01-19,13:48,C03336,P0123,home,decor,2,200.21,400.43,card
T0001535,S001,LuLu_Store_1,Dubai,2024-07-23,19:38,C04752,P0028,electronics,accessories,2,1084.87,2169.74,card
T0001536,S015,LuLu_Store_15,Dubai,2024-10-14,08:42,C04237,P0149,grocery,fresh,2,11.32,22.64,mobile_pay
T0001537,S011,LuLu_Store_11,Dubai,2023-11-19,18:45,C02049,P0161,home,decor,3,255.12,765.35,cash
T0001538,S016,LuLu_Store_16,Dubai,2024-05-09,13:48,C03461,P0134,clothing,kids,2,46.58,93.16,card
T0001539,S002,LuLu_Store_2,Fujairah,2024-06-16,19:25,C03880,P0054,clothing,men,3,141.74,425.21,mobile_pay
T0001540,S013,LuLu_Store_13,Ajman,2024-12-15,20:59,C02720,P0174,electronics,accessories,3,1276.75,3830.24,cash
T0001541,S008,LuLu_Store_8,Ajman,2024-12-24,09:08,C02614,P0179,grocery,beverages,2,1.5,3.0,card
T0001542,S020,LuLu_Store_20,Dubai,2024-10-24,18:45,C02287,P0008,grocery,fresh,4,21.28,85.12,card
T0001543,S017,LuLu_Store_17,Dubai,2023-01-31,13:44,C00691,P0042,grocery,beverages,1,9.86,9.86,cash
T0001544,S001,LuLu_Store_1,Dubai,2024-01-10,21:55,C04288,P0246,grocery,beverages,3,9.98,29.94,card
T0001545,S008,LuLu_Store_8,Ajman,2024-11-10,10:16,C02547,P0247,electronics,tv,2,183.22,366.43,cash
T0001546,S002,LuLu_Store_2,Fujairah,2024-01-05,17:20,C01608,P0156,grocery,snacks,1,24.42,24.42,cash
T0001547,S018,LuLu_Store_18,Abu Dhabi,2023-04-02,19:15,C03637,P0190,beauty,fragrance,3,81.87,245.61,cash
T0001548,S013,LuLu_Store_13,Ajman,2024-03-28,13:32,C04269,P0085,grocery,snacks,2,3.74,7.48,card
T0001549,S008,LuLu_Store_8,Ajman,2024-06-01,13:47,C00354,P0149,grocery,fresh,2,11.6,23.21,card
T0001550,S015,LuLu_Store_15,Dubai,2023-05-03,14:11,C03967,P0018,grocery,fresh,2,4.44,8.89,cash
T0001551,S010,LuLu_Store_10,Sharjah,2023-08-02,10:23,C04152,P0067,grocery,fresh,3,11.96,35.89,mobile_pay
T0001552,S012,LuLu_Store_12,Fujairah,2023-08-21,21:30,C01137,P0055,grocery,snacks,3,18.97,56.91,card
T0001553,S008,LuLu_Store_8,Ajman,2023-01-29,08:08,C00285,P0078,electronics,mobile,4,1360.16,5440.66,card
T0001554,S018,LuLu_Store_18,Abu Dhabi,2023-02-05,17:45,C01262,P0075,clothing,men,2,101.26,202.51,card
T0001555,S001,LuLu_Store_1,Dubai,2023-01-25,20:11,C03522,P0044,electronics,accessories,3,925.09,2775.28,card
T0001556,S020,LuLu_Store_20,Dubai,2024-02-19,13:05,C00163,P0101,grocery,snacks,2,25.26,50.53,card
T0001557,S017,LuLu_Store_17,Dubai,2023-06-28,09:50,C03795,P0161,home,decor,1,267.88,267.88,gift_card
T0001558,S011,LuLu_Store_11,Dubai,2024-12-27,16:46,C02828,P0245,grocery,fresh,1,2.8,2.8,card
T0001559,S007,LuLu_Store_7,Dubai,2024-06-30,11:37,C04018,P0150,grocery,beverages,2,23.01,46.01,card
T0001560,S019,LuLu_Store_19,Abu Dhabi,2023-06-25,11:14,C01756,P0117,electronics,mobile,3,1069.37,3208.11,card
T0001561,S006,LuLu_Store_6,Dubai,2023-03-16,16:39,C01127,P0073,beauty,fragrance,3,76.83,230.49,card
T0001562,S019,LuLu_Store_19,Abu Dhabi,2023-10-23,17:47,C02722,P0011,grocery,snacks,5,17.9,89.49,card
T0001563,S012,LuLu_Store_12,Fujairah,2024-09-27,11:09,C04377,P0023,clothing,accessories,3,30.18,90.54,card
T0001564,S007,LuLu_Store_7,Dubai,2024-08-02,13:34,C03080,P0090,grocery,fresh,2,6.08,12.15,cash
T0001565,S010,LuLu_Store_10,Sharjah,2023-07-07,18:10,C03729,P0144,grocery,fresh,2,20.13,40.26,card
T0001566,S019,LuLu_Store_19,Abu Dhabi,2023-12-29,15:12,C00308,P0208,electronics,accessories,2,405.7,811.4,card
T0001567,S016,LuLu_Store_16,Dubai,2024-05-22,16:35,C02838,P0230,grocery,snacks,2,24.98,49.95,mobile_pay
T0001568,S008,LuLu_Store_8,Ajman,2024-10-13,09:16,C01288,P0021,home,decor,2,283.95,567.9,card
T0001569,S003,LuLu_Store_3,Sharjah,2024-09-13,18:05,C00857,P0183,grocery,snacks,2,23.64,47.29,card
T0001570,S008,LuLu_Store_8,Ajman,2023-03-12,20:04,C03909,P0126,grocery,fresh,1,15.4,15.4,card
T0001571,S006,LuLu_Store_6,Dubai,2024-04-25,13:03,C02903,P0002,grocery,pantry,4,18.58,74.34,cash
T0001572,S005,LuLu_Store_5,Dubai,2024-02-21,19:36,C03126,P0101,grocery,snacks,3,27.69,83.07,card
T0001573,S012,LuLu_Store_12,Fujairah,2024-09-26,16:25,C01633,P0088,grocery,snacks,1,4.43,4.43,mobile_pay
T0001574,S004,LuLu_Store_4,Abu Dhabi,2023-12-08,08:42,C00086,P0037,grocery,fresh,2,12.13,24.27,mobile_pay
T0001575,S009,LuLu_Store_9,Abu Dhabi,2024-08-15,10:24,C01581,P0124,grocery,fresh,2,1.1,2.2,card
T0001576,S015,LuLu_Store_15,Dubai,2024-06-19,08:30,C03833,P0021,home,decor,2,284.14,568.28,card
T0001577,S017,LuLu_Store_17,Dubai,2023-04-27,10:26,C01704,P0076,home,decor,2,455.91,911.82,gift_card
T0001578,S009,LuLu_Store_9,Abu Dhabi,2023-06-09,17:17,C04027,P0027,grocery,pantry,2,26.97,53.93,cash
T0001579,S009,LuLu_Store_9,Abu Dhabi,2024-09-09,11:25,C00310,P0223,clothing,women,2,55.94,111.89,mobile_pay
T0001580,S015,LuLu_Store_15,Dubai,2023-08-27,14:49,C04518,P0197,electronics,tv,1,1335.52,1335.52,card
T0001581,S020,LuLu_Store_20,Dubai,2023-05-26,09:31,C02882,P0030,grocery,beverages,2,17.61,35.21,card
T0001582,S009,LuLu_Store_9,Abu Dhabi,2023-02-16,13:31,C03385,P0031,grocery,fresh,2,5.84,11.68,card
T0001583,S017,LuLu_Store_17,Dubai,2023-02-08,17:08,C04950,P0082,grocery,beverages,1,17.56,17.56,mobile_pay
T0001584,S005,LuLu_Store_5,Dubai,2023-09-07,12:58,C04979,P0003,home,linen,2,116.82,233.65,mobile_pay
T0001585,S002,LuLu_Store_2,Fujairah,2024-07-16,12:00,C04009,P0071,beauty,skincare,3,27.67,83.0,card
T0001586,S010,LuLu_Store_10,Sharjah,2024-03-10,17:39,C00792,P0205,grocery,pantry,2,24.77,49.55,card
T0001587,S009,LuLu_Store_9,Abu Dhabi,2024-10-21,08:18,C04902,P0181,grocery,beverages,3,15.26,45.77,card
T0001588,S017,LuLu_Store_17,Dubai,2024-03-06,08:45,C04826,P0157,grocery,fresh,4,15.33,61.32,card
T0001589,S010,LuLu_Store_10,Sharjah,2023-01-20,22:03,C04340,P0064,beauty,skincare,1,89.04,89.04,card
T0001590,S004,LuLu_Store_4,Abu Dhabi,2024-12-16,12:56,C00610,P0005,grocery,beverages,3,6.98,20.94,mobile_pay
T0001591,S004,LuLu_Store_4,Abu Dhabi,2024-07-07,18:18,C03402,P0149,grocery,fresh,5,11.21,56.05,cash
T0001592,S014,LuLu_Store_14,Dubai,2024-06-29,12:47,C02857,P0091,grocery,beverages,1,27.12,27.12,card
T0001593,S004,LuLu_Store_4,Abu Dhabi,2024-10-15,17:12,C04202,P0008,grocery,fresh,3,24.88,74.65,card
T0001594,S020,LuLu_Store_20,Dubai,2023-04-18,16:42,C04328,P0170,grocery,fresh,4,26.16,104.65,card
T0001595,S001,LuLu_Store_1,Dubai,2023-04-02,20:44,C02487,P0226,clothing,men,5,64.34,321.7,cash
T0001596,S010,LuLu_Store_10,Sharjah,2024-06-20,19:31,C03306,P0059,grocery,fresh,4,22.9,91.59,card
T0001597,S005,LuLu_Store_5,Dubai,2023-11-16,19:34,C01938,P0203,beauty,skincare,1,48.5,48.5,cash
T0001598,S013,LuLu_Store_13,Ajman,2024-08-26,18:38,C00370,P0134,clothing,kids,1,44.2,44.2,cash
T0001599,S009,LuLu_Store_9,Abu Dhabi,2024-04-23,09:44,C02920,P0092,grocery,beverages,5,3.31,16.53,card
T0001600,S010,LuLu_Store_10,Sharjah,2023-08-14,22:37,C03908,P0061,grocery,beverages,1,21.62,21.62,cash
T0001601,S002,LuLu_Store_2,Fujairah,2023-12-20,12:03,C02245,P0158,clothing,women,6,94.62,567.72,mobile_pay
T0001602,S019,LuLu_Store_19,Abu Dhabi,2023-04-25,20:35,C00027,P0173,grocery,fresh,2,27.76,55.52,card
T0001603,S015,LuLu_Store_15,Dubai,2023-03-05,08:37,C00397,P0005,grocery,beverages,5,7.29,36.46,cash
T0001604,S007,LuLu_Store_7,Dubai,2023-10-28,11:17,C02833,P0185,grocery,beverages,3,7.89,23.68,card
T0001605,S012,LuLu_Store_12,Fujairah,2023-06-01,08:52,C04273,P0150,grocery,beverages,2,22.63,45.27,card
